1.18,0.8809
1.19,0.8829
1.20,0.8849
1.21,0.8868
1.22,0.8887
1.23,0.8906
1.24,0.8924
1.25,0.8943
1.26,0.8961
1.27,0.8979
1.28,0.8997
1.29,0.9014
1.30,0.9031
1.31,0.9048
1.32,0.9065
1.33,0.9082
1.34,0.9098
1.35,0.9114
1.36,0.9130
1.37,0.9146
1.38,0.9162
1.39,0.9177
1.40,0.9192
1.41,0.9207
1.42,0.9221
1.43,0.9236
1.44,0.9250
1.45,0.9264
1.46,0.9278
1.47,0.9292
1.48,0.9305
1.49,0.9318
1.50,0.9331
1.51,0.9344
1.52,0.9357
1.53,0.9369
1.54,0.9382
1.55,0.9394
1.56,0.9406
1.57,0.9418
1.58,0.9429
1.59,0.9440
1.60,0.9452
1.61,0.9463
1.62,0.9473
1.63,0.9484
1.64,0.9495
1.65,0.9505
1.66,0.9515
1.67,0.9525
1.68,0.9535
1.69,0.9545
1.70,0.9554
1.71,0.9563
1.72,0.9572
1.73,0.9582
1.74,0.9590
1.75,0.9599
1.76,0.9608
1.77,0.9616
1.78,0.9624
1.79,0.9632
1.80,0.9640
1.81,0.9648
1.82,0.9656
1.83,0.9663
1.84,0.9671
1.85,0.9678
1.86,0.9685
1.87,0.9692
1.88,0.9699
1.89,0.9706
1.90,0.9713
1.91,0.9719
1.92,0.9725
1.93,0.9732
1.94,0.9738
1.95,0.9744
1.96,0.9750
1.97,0.9756
1.98,0.9761
1.99,0.9767
2.00,0.9772
2.01,0.9778
2.02,0.9783
2.03,0.9788
2.04,0.9793
2.05,0.9798
2.06,0.9803
2.07,0.9808
2.08,0.9812
2.09,0.9817
2.10,0.9821
2.11,0.9826
2.12,0.9830
2.13,0.9834
2.14,0.9838
2.15,0.9842
2.16,0.9846
2.17,0.9850
2.18,0.9854
2.19,0.9857
2.20,0.9861
2.21,0.9864
2.22,0.9868
2.23,0.9871
2.24,0.9874
2.25,0.9878
2.26,0.9881
2.27,0.9884
2.28,0.9887
2.29,0.9890
2.30,0.9893
2.31,0.9895
2.32,0.9898
2.33,0.9901
2.34,0.9903
2.35,0.9906
2.36,0.9908
2.37,0.9911
2.38,0.9913
2.39,0.9916
2.40,0.9918
2.41,0.9920
2.42,0.9922
2.43,0.9924
2.44,0.9926
2.45,0.9928
2.46,0.9930
2.47,0.9932
2.48,0.9934
2.49,0.9936
2.50,0.9938
2.51,0.9940
2.52,0.9941
2.53,0.9943
2.54,0.9944
2.55,0.9946
2.56,0.9948
2.57,0.9949
2.58,0.9951
2.59,0.9952
2.60,0.9953
2.61,0.9955
2.62,0.9956
2.63,0.9957
2.64,0.9958
2.65,0.9960
2.66,0.9961
2.67,0.9962
2.68,0.9963
2.69,0.9964
2.70,0.9965
2.71,0.9966
2.72,0.9967
2.73,0.9968
2.74,0.9969
2.75,0.9970
2.76,0.9971
2.77,0.9972
2.78,0.9973
2.79,0.9974
2.80,0.9974
2.81,0.9975
2.82,0.9976
2.83,0.9977
2.84,0.9977
2.85,0.9978
2.86,0.9979
2.87,0.9979
2.88,0.9980
2.89,0.9981
2.90,0.9981
2.91,0.9982
2.92,0.9982
2.93,0.9983
2.94,0.9984
2.95,0.9984
2.96,0.9985
2.97,0.9985
2.98,0.9986
2.99,0.9986
3.00,0.9986
3.01,0.9987
3.02,0.9987
3.03,0.9988
3.04,0.9988
3.05,0.9989
3.06,0.9989
3.07,0.9989
3.08,0.9990
3.09,0.9990
3.10,0.9990
3.11,0.9991
3.12,0.9991
3.13,0.9991
3.14,0.9991
3.15,0.9992
3.16,0.9992
3.17,0.9992
3.18,0.9993
3.19,0.9993
3.20,0.9993
3.21,0.9993
3.22,0.9994
3.23,0.9994
3.24,0.9994
3.25,0.9994
3.26,0.9994
3.27,0.9995
3.28,0.9995
3.29,0.9995
3.30,0.9995
3.31,0.9995
3.32,0.9995
3.33,0.9996
3.34,0.9996
3.35,0.9996
3.36,0.9996
3.37,0.9996
3.38,0.9996
3.39,0.9996
3.40,0.9997
3.41,0.9997
3.42,0.9997
3.43,0.9997
3.44,0.9997
3.45,0.9997
3.46,0.9997
3.47,0.9997
3.48,0.9997
3.49,0.9998
